2217,EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,147,EU,DE,DE-NW,Düsseldorf,yes,EDDL,DUS,EDDL,,http://www.dus.com/dus_en/,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_Airport,
2218,EDDM,large_airport,Munich Airport,48.353802,11.7861,1487,EU,DE,DE-BY,Munich,yes,EDDM,MUC,EDDM,,http://www.munich-airport.com/,https://en.wikipedia.org/wiki/Munich_Airport,"Franz Josef Strauss Airport, Flughafen München Franz Josef Strauß"
2219,EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,1046,EU,DE,DE-BY,Nuremberg,yes,EDDN,NUE,EDDN,,https://www.airport-nuernberg.de/english,https://en.wikipedia.org/wiki/Nuremberg_Airport,Nürnberg
2220,EDDP,large_airport,Leipzig/Halle Airport,51.420657,12.232705,465,EU,DE,DE-SN,Schkeuditz,yes,EDDP,LEJ,EDDP,,https://www.mdf-ag.com/,https://en.wikipedia.org/wiki/Leipzig/Halle_Airport,Schkeuditz Airport
2222,EDDS,large_airport,Stuttgart Airport,48.689899,9.22196,1276,EU,DE,DE-BW,Stuttgart,yes,EDDS,STR,EDDS,,http://www.flughafen-stuttgart.de/,https://en.wikipedia.org/wiki/Stuttgart_Airport,
2224,EDDV,large_airport,Hannover Airport,52.461102,9.68508,183,EU,DE,DE-NI,Hannover,yes,EDDV,HAJ,EDDV,,https://www.hannover-airport.de,https://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport,
2301,EETN,large_airport,Lennart Meri Tallinn Airport,59.413246,24.83264,131,EU,EE,EE-37,Tallinn,yes,EETN,TLL,EETN,,http://www.tallinn-airport.ee/eng,https://en.wikipedia.org/wiki/Tallinn_Airport,
2307,EFHK,large_airport,Helsinki Vantaa Airport,60.318363,24.963341,179,EU,FI,FI-18,Helsinki,yes,EFHK,HEL,EFHK,,http://www.finavia.fi/en/helsinki-airport,https://en.wikipedia.org/wiki/Helsinki_Airport,
2385,EGAA,large_airport,Belfast International Airport,54.65750122,-6.215829849,268,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,EGAA,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove"
2389,EGBB,large_airport,Birmingham Airport,52.453899,-1.74803,327,EU,GB,GB-ENG,"Birmingham, West Midlands",yes,EGBB,BHX,EGBB,,https://www.birminghamairport.co.uk/,https://en.wikipedia.org/wiki/Birmingham_Airport,Birmingham International Airport
2398,EGCC,large_airport,Manchester Airport,53.349375,-2.279521,257,EU,GB,GB-ENG,"Manchester, Greater Manchester",yes,EGCC,MAN,EGCC,,http://www.manchesterairport.co.uk/,https://en.wikipedia.org/wiki/Manchester_Airport,"Ringway Airport, RAF Ringway"
2419,EGGW,large_airport,London Luton Airport,51.874699,-0.368333,526,EU,GB,GB-ENG,"Luton, Bedfordshire",yes,EGGW,LTN,EGGW,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/Luton_Airport,LON
2429,EGKK,large_airport,London Gatwick Airport,51.148771,-0.192089,202,EU,GB,GB-ENG,"London/Gatwick, West Sussex",yes,EGKK,LGW,EGKK,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood"
2434,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83,EU,GB,GB-ENG,London,yes,EGLL,LHR,EGLL,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres"
2461,EGPF,large_airport,Glasgow International Airport,55.871899,-4.43306,26,EU,GB,GB-SCT,"Paisley, Renfrewshire",yes,EGPF,GLA,EGPF,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
2462,EGPH,large_airport,Edinburgh Airport,55.950145,-3.372288,135,EU,GB,GB-SCT,Edinburgh,yes,EGPH,EDI,EGPH,,http://www.edinburghairport.com/,https://en.wikipedia.org/wiki/Edinburgh_Airport,
2476,EGSS,large_airport,London Stansted Airport,51.884998,0.235,348,EU,GB,GB-ENG,London,yes,EGSS,STN,EGSS,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,EHAM,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
2518,EHEH,large_airport,Eindhoven Airport,51.45009995,5.374529839,74,EU,NL,NL-NB,Eindhoven,yes,EHEH,EIN,EHEH,,http://www.eindhovenairport.nl/,https://en.wikipedia.org/wiki/Eindhoven_Airport,Welschap Airport
2533,EIDW,large_airport,Dublin Airport,53.428713,-6.262121,242,EU,IE,IE-D,Dublin,yes,EIDW,DUB,EIDW,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath
2537,EINN,large_airport,Shannon Airport,52.702,-8.92482,46,EU,IE,IE-CE,Shannon,yes,EINN,SNN,EINN,,http://www.shannonairport.com/,https://en.wikipedia.org/wiki/Shannon_Airport,
2541,EKBI,large_airport,Billund Airport,55.740335,9.157019,247,EU,DK,DK-83,Billund,yes,EKBI,BLL,EKBI,,http://www.billund-airport.dk/?sc_lang=en,https://en.wikipedia.org/wiki/Billund_Airport,
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55.61790085,12.65600014,17,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,EKCH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"København, Malmö"
2563,ELLX,large_airport,Luxembourg-Findel International Airport,49.6233333,6.2044444,1234,EU,LU,LU-L,Luxembourg,yes,ELLX,LUX,ELLX,,http://www.lux-airport.lu/en/,https://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,
2570,ENBR,large_airport,"Bergen Airport, Flesland",60.2934,5.21814,170,EU,NO,NO-46,Bergen,yes,ENBR,BGO,ENBR,,http://www.avinor.no/en/airport/bergen,https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,
2578,ENGM,large_airport,"Oslo Airport, Gardermoen",60.193901,11.1004,681,EU,NO,NO-32,Oslo,yes,ENGM,OSL,ENGM,,https://avinor.no/en/airport/oslo-airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2599,ENTC,large_airport,"Tromsø Airport, Langnes",69.683296,18.9189,31,EU,NO,NO-55,Tromsø,yes,ENTC,TOS,ENTC,,http://www.avinor.no/en/airport/tromso,https://en.wikipedia.org/wiki/Troms%C3%B8_Airport,"Langnes, Tromsøya, Tromso"
2601,ENVA,large_airport,"Trondheim Airport, Værnes",63.457802,10.924,56,EU,NO,NO-50,Trondheim,yes,ENVA,TRD,ENVA,,https://avinor.no/en/airport/trondheim-airport/,https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,
2602,ENZV,large_airport,"Stavanger Airport, Sola",58.876701,5.63778,29,EU,NO,NO-11,Stavanger,yes,ENZV,SVG,ENZV,,http://www.avinor.no/en/airport/stavanger/,"https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2608,EPGD,large_airport,Gdańsk Lech Wałęsa Airport,54.377602,18.4662,489,EU,PL,PL-PM,Gdańsk,yes,EPGD,GDN,EPGD,,http://www.airport.gdansk.pl/,https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,Gdańsk-Rębiechowo
2609,EPKK,large_airport,Kraków John Paul II International Airport,50.077702,19.7848,791,EU,PL,PL-MA,Balice,yes,EPKK,KRK,EPKK,,http://www.krakowairport.pl/en/,https://en.wikipedia.org/wiki/Kraków_John_Paul_II_International_Airport,Krakov
2637,EPWA,large_airport,Warsaw Chopin Airport,52.165699,20.9671,362,EU,PL,PL-MZ,Warsaw,yes,EPWA,WAW,EPWA,,http://www.lotnisko-chopina.pl/?lang=en,https://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,Okęcie
2648,ESGG,large_airport,Göteborg Landvetter Airport,57.6628,12.2798,506,EU,SE,SE-Q,Göteborg,yes,ESGG,GOT,ESGG,,https://www.swedavia.com/landvetter/,https://en.wikipedia.org/wiki/G%C3%B6teborg_Landvetter_Airport,"Göteborg-Landvetter, Gothenburg"
2701,ESSA,large_airport,Stockholm-Arlanda Airport,59.64849,17.928829,137,EU,SE,SE-AB,Stockholm,yes,ESSA,ARN,ESSA,,http://www.swedavia.se/arlanda/,https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
2758,EVRA,large_airport,Riga International Airport,56.923599,23.9711,36,EU,LV,LV-062,Riga,yes,EVRA,RIX,EVRA,,http://www.riga-airport.com/,https://en.wikipedia.org/wiki/Riga_International_Airport,
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,EYVI,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
2775,FACT,large_airport,Cape Town International Airport,-33.96480179,18.60169983,151,AF,ZA,ZA-WC,Cape Town,yes,FACT,CPT,FACT,,http://www.airports.co.za/home.asp?pid=229,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
300795,FALE,large_airport,King Shaka International Airport,-29.61444444,31.11972222,295,AF,ZA,ZA-NL,Durban,yes,FALE,DUR,FALE,,,https://en.wikipedia.org/wiki/King_Shaka_International_Airport,La Mercy Airport
31055,FAOR,large_airport,O.R. Tambo International Airport,-26.1392,28.246,5558,AF,ZA,ZA-GT,Johannesburg,yes,FAOR,JNB,FAOR,,https://ortambo-airport.com/index.html,https://en.wikipedia.org/wiki/O._R._Tambo_International_Airport,"Johannesburg International Airport, FAJS"
2864,FBSK,large_airport,Sir Seretse Khama International Airport,-24.555201,25.9182,3299,AF,BW,BW-GA,Gaborone,yes,FBSK,GBE,FBSK,,,https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport,
308033,FDSK,large_airport,King Mswati III International Airport,-26.358611,31.716944,1092,AF,SZ,SZ-LU,Mpaka,yes,FDSK,SHO,FDSK,,http://www.eswacaa.co.sz/airports/kingmswatiIII/,https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport,Sikhuphe International Airport
2878,FIMP,large_airport,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,186,AF,MU,MU-GP,Plaine Magnien,yes,FIMP,MRU,FIMP,,http://aml.mru.aero/,https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,Plaisance International Airport
2894,FLLS,large_airport,Kenneth Kaunda International Airport,-15.330833,28.452722,3779,AF,ZM,ZM-09,Lusaka,yes,,LUN,FLKK,,http://www.nacl.co.zm/?page_id=336,https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport,
2905,FMEE,large_airport,Roland Garros Airport,-20.890087,55.518894,66,AF,RE,RE-SD,Sainte-Marie,yes,FMEE,RUN,FMEE,,http://www.reunion.aeroport.fr/index.htm,https://en.wikipedia.org/wiki/Roland_Garros_Airport,Gillot Airport
2908,FMMI,large_airport,Ivato Airport,-18.7969,47.478802,4198,AF,MG,MG-T,Antananarivo,yes,FMMI,TNR,FMMI,,https://ravinala-airports.aero/en/,https://en.wikipedia.org/wiki/Ivato_Airport,
2942,FNLU,large_airport,Quatro de Fevereiro International Airport,-8.85837,13.2312,243,AF,AO,AO-LUA,Luanda,yes,FNLU,LAD,FNLU,,,https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,4 de Fevereiro
2969,FPST,large_airport,São Tomé International Airport,0.378175,6.71215,33,AF,ST,ST-01,São Tomé,yes,FPST,TMS,FPST,,,https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_International_Airport,
2975,FQMA,large_airport,Maputo Airport,-25.920799,32.572601,145,AF,MZ,MZ-MPM,Maputo,yes,FQMA,MPM,FQMA,,,https://en.wikipedia.org/wiki/Maputo_International_Airport,
2993,FSIA,large_airport,Seychelles International Airport,-4.67434,55.521801,10,AF,SC,SC-20,Mahe Island,yes,FSIA,SEZ,FSIA,,https://seychellesairports.sc/,https://en.wikipedia.org/wiki/Seychelles_International_Airport,
2998,FTTJ,large_airport,N'Djamena International Airport,12.1337,15.034,968,AF,TD,TD-ND,N'Djamena,yes,FTTJ,NDJ,FTTJ,,,https://en.wikipedia.org/wiki/N'Djamena_International_Airport,Ndjamena Hassan Djamous
3005,FVHA,large_airport,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,4887,AF,ZW,ZW-HA,Harare,yes,,HRE,FVRG,,,https://en.wikipedia.org/wiki/Harare_International_Airport,"FVHA,Harare"
3039,FYWH,large_airport,Hosea Kutako International Airport,-22.4799,17.4709,5640,AF,NA,NA-KH,Windhoek,yes,FYWH,WDH,FYWH,,http://airports.com.na/,https://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport,J.G. Strijdom Airport
3040,FZAA,large_airport,Ndjili International Airport,-4.38575,15.4446,1027,AF,CD,CD-KN,Kinshasa,yes,FZAA,FIH,FZAA,,,https://en.wikipedia.org/wiki/N%27djili_Airport,
3066,GABS,large_airport,Modibo Keita International Airport,12.5335,-7.94994,1247,AF,ML,ML-2,Bamako,yes,GABS,BKO,GABS,,,https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport,Senou Airport
3076,GBYD,large_airport,Banjul International Airport,13.338,-16.652201,95,AF,GM,GM-W,Banjul,yes,GBYD,BJL,GBYD,,,https://en.wikipedia.org/wiki/Banjul_International_Airport,Yundum international Airport
3077,GCFV,large_airport,Fuerteventura Airport,28.4527,-13.8638,85,AF,ES,ES-CN,El Matorral,yes,GCFV,FUE,GCFV,,https://www.aena.es/en/fuerteventura.html,https://en.wikipedia.org/wiki/Fuerteventura_Airport,
3081,GCLP,large_airport,Gran Canaria Airport,27.9319,-15.3866,78,AF,ES,ES-CN,Gran Canaria Island,yes,GCLP,LPA,GCLP,,https://www.aena.es/en/gran-canaria.html,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,"Canary Islands, Las Palmas Airport, Gando Airport"
3082,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46,AF,ES,ES-CN,San Bartolomé,yes,GCRR,ACE,GCRR,,https://www.lanzaroteairport.info/barrier-free-disability-assistance-service/,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport
3083,GCTS,large_airport,Tenerife Sur Airport,28.0445,-16.5725,209,AF,ES,ES-CN,Tenerife,yes,GCTS,TFS,GCTS,,https://www.aena.es/en/tenerife-sur.html,https://en.wikipedia.org/wiki/Tenerife%E2%80%93South_Airport,"Canary Islands, Reina Sofía, TCI, Tenerife South"
3095,GFLL,large_airport,Lungi International Airport,8.61644,-13.1955,84,AF,SL,SL-N,Freetown (Lungi-Town),yes,GFLL,FNA,GFLL,,http://www.freetownairport.com/,https://en.wikipedia.org/wiki/Lungi_International_Airport,
3099,GLRB,large_airport,Roberts International Airport,6.23379,-10.3623,31,AF,LR,LR-MG,Monrovia,yes,GLRB,ROB,GLRB,,,https://en.wikipedia.org/wiki/Roberts_International_Airport,
3101,GMAD,large_airport,Al Massira Airport,30.322478,-9.412003,250,AF,MA,MA-09,Agadir (Temsia),yes,GMAD,AGA,GMAD,,http://www.agadir-airport.com/en/index.php,https://en.wikipedia.org/wiki/Al_Massira_Airport,
3103,GMFF,large_airport,Fes Saïss International Airport,33.927299,-4.97796,1900,AF,MA,MA-03,Saïss,yes,GMFF,FEZ,GMFF,,,https://en.wikipedia.org/wiki/Sa%C3%AFss_Airport,
3109,GMME,large_airport,Rabat-Salé Airport,34.051498,-6.75152,276,AF,MA,MA-04,Rabat,yes,GMME,RBA,GMME,,https://www.onda.ma/en/Our-Airports/Rabat-Sale-Airport,https://en.wikipedia.org/wiki/Sale_Airport,
3113,GMMN,large_airport,Mohammed V International Airport,33.3675,-7.58997,656,AF,MA,MA-06,Casablanca,yes,GMMN,CMN,GMMN,,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport,"CAS, Casabianca, Nouasseur"
3115,GMMX,large_airport,Menara Airport,31.606899,-8.0363,1545,AF,MA,MA-07,Marrakech,yes,GMMX,RAK,GMMX,,,https://en.wikipedia.org/wiki/Menara_International_Airport,"Marakesh, Marrakesh"
3121,GMTT,large_airport,Tangier Ibn Battuta Airport,35.731741,-5.921459,62,AF,MA,MA-01,Tangier,yes,GMTT,TNG,GMTT,,,https://en.wikipedia.org/wiki/Tangier_Ibn_Battouta_Airport,"Tanger-Boukhalef Airport, Aéroport de Tanger-Ibn Battouta"
325736,GOBD,large_airport,Blaise Diagne International Airport,14.670878,-17.072829,290,AF,SN,SN-DK,Dakar,yes,GOBD,DSS,GOBD,,http://www.dakaraeroport.com/,https://en.wikipedia.org/wiki/Blaise_Diagne_International_Airport,diass airport
323315,GQNO,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.969722,9,AF,MR,MR-NKC,Nouakchott,yes,GQNO,NKC,GQNO,,,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,"Nouakchott, Oumtounsy"
3150,GVAC,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,177,AF,CV,CV-B,Espargos,yes,GVAC,SID,GVAC,,,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,Sal Island
3153,GVNP,large_airport,Nelson Mandela International Airport,14.941126,-23.484728,230,AF,CV,CV-S,Praia,yes,GVNP,RAI,GVNP,,https://www.vinci-airports.cv/aeroporto_asa/aeroporto-internacional-nelson-mandela/,https://en.wikipedia.org/wiki/Francisco_Mendes_International_Airport,Santiago Island
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,HAAB,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Bole_International_Airport,"Haile Selassie I, Bole International Airport"
3174,HDAM,large_airport,Djibouti-Ambouli Airport,11.5473,43.1595,49,AF,DJ,DJ-DJ,Djibouti City,yes,HDAM,JIB,HDAM,,,https://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport,Camp Lemonnier
3183,HECA,large_airport,Cairo International Airport,30.111534,31.396694,322,AF,EG,EG-C,Cairo,yes,HECA,CAI,HECA,,,https://en.wikipedia.org/wiki/Cairo_International_Airport,
3186,HEGN,large_airport,Hurghada International Airport,27.176776,33.796692,32,AF,EG,EG-BA,Hurghada,yes,HEGN,HRG,HEGN,,,https://en.wikipedia.org/wiki/Hurghada_International_Airport,"Al Ghardaqah, الغردقة"
300893,HESG,large_airport,Suhaj Mubarak International Airport,26.342515,31.743017,322,AF,EG,EG-SHG,Suhaj,yes,HESG,HMB,HESG,,,https://en.wikipedia.org/wiki/Sohag_International_Airport,"HEMK, Mubarak International Airport"
3198,HESH,large_airport,Sharm El Sheikh International Airport,27.977272,34.394717,191,AS,EG,EG-JS,Sharm El Sheikh,yes,HESH,SSH,HESH,,,https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,
3247,HJJJ,large_airport,Juba International Airport,4.87201,31.601101,1513,AF,SS,SS-17,Juba,yes,HJJJ,JUB,HJJJ,,,https://en.wikipedia.org/wiki/Juba_Airport,"JIA, HSSJ"
3206,HKJK,large_airport,Jomo Kenyatta International Airport,-1.319239974,36.92779922,5330,AF,KE,KE-110,Nairobi,yes,HKJK,NBO,HKJK,,http://www.kenyaairports.com/jkia/IndexJkia.php,https://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,"Jkia Airport, Embakasi Airport, Nairobi International Airport"
3213,HKMO,large_airport,Moi International Airport,-4.03483,39.5942,200,AF,KE,KE-300,Mombasa,yes,HKMO,MBA,HKMO,,http://www.kenyaairports.co.ke/kaa/airports/moi/,https://en.wikipedia.org/wiki/Moi_International_Airport,"Mombasa, Port Reitz"
3224,HLLM,large_airport,Mitiga International Airport,32.89177,13.287878,36,AF,LY,LY-TB,Tripoli,yes,HLLM,MJI,HLLM,,,https://en.wikipedia.org/wiki/Mitiga_International_Airport,"Mellaha Army Airfield, Okba Ben Nafi Air Base, Wheelus Air Force Base"
3237,HRYR,large_airport,Kigali International Airport,-1.96863,30.1395,4859,AF,RW,RW-01,Kigali,yes,HRYR,KGL,HRYR,,,https://en.wikipedia.org/wiki/Kigali_International_Airport,"Gregoire Kayibanda International Airport, Kanombe International Airport"
3249,HSSK,large_airport,Khartoum International Airport,15.5895,32.5532,1265,AF,SD,SD-03,Khartoum,yes,HSSK,KRT,HSSK,,,https://en.wikipedia.org/wiki/Khartoum_International_Airport,HSSS
3251,HTDA,large_airport,Julius Nyerere International Airport,-6.87811,39.202599,182,AF,TZ,TZ-02,Dar es Salaam,yes,HTDA,DAR,HTDA,,http://www.tanzaniairports.com/,https://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,"HTJN, Mwalimu Julius K. Nyerere, Dar es Salaam International Airport"
